"Household ID","Consumption (KWh)","Timestamp"
1,0.77,1708178400
2,7.18,1708178400
3,8.23,1708178400
4,7.55,1708178400
5,4.69,1708178400
1,1.81,1708179300
2,7.87,1708179300
3,2.13,1708179300
4,6.86,1708179300
5,8.71,1708179300
1,5.48,1708180200
2,2.37,1708180200
3,0.59,1708180200
4,3.17,1708180200
5,0.16,1708180200
1,8.53,1708181100
2,8.7,1708181100
3,4.5,1708181100
4,8.34,1708181100
5,1.63,1708181100
1,4.99,1708182000
2,7.82,1708182000
3,8.65,1708182000
4,1.08,1708182000
5,7.14,1708182000
1,8.68,1708182900
2,2.55,1708182900
3,6.88,1708182900
4,3.1,1708182900
5,6.21,1708182900
1,1.52,1708183800
2,0.57,1708183800
3,1.39,1708183800
4,5.25,1708183800
5,3.26,1708183800
1,5.81,1708184700
2,7.63,1708184700
3,7.04,1708184700
4,8.17,1708184700
5,4.48,1708184700
1,0.65,1708185600
2,2.29,1708185600
3,7.89,1708185600
4,7.35,1708185600
5,1.3,1708185600
1,0.57,1708186500
2,6.69,1708186500
3,4.48,1708186500
4,2.02,1708186500
5,1.2,1708186500
1,4.1,1708187400
2,7.36,1708187400
3,6.6,1708187400
4,6.09,1708187400
5,7.87,1708187400
1,7.52,1708188300
2,0.6,1708188300
3,5.2,1708188300
4,8.88,1708188300
5,7.02,1708188300
1,1.07,1708189200
2,3.01,1708189200
3,6.57,1708189200
4,4.07,1708189200
5,6.85,1708189200
1,6.18,1708190100
2,5.04,1708190100
3,1.78,1708190100
4,2.92,1708190100
5,1.22,1708190100
1,6.44,1708191000
2,5.86,1708191000
3,3.91,1708191000
4,8.51,1708191000
5,8.69,1708191000
1,5.06,1708191900
2,2.03,1708191900
3,0.77,1708191900
4,6.73,1708191900
5,6.39,1708191900
1,2.45,1708192800
2,8.05,1708192800
3,1.37,1708192800
4,7.82,1708192800
5,5,1708192800
1,0.85,1708193700
2,1.34,1708193700
3,0.98,1708193700
4,8.28,1708193700
5,5.13,1708193700
1,6.59,1708194600
2,3.17,1708194600
3,6.25,1708194600
4,4.07,1708194600
5,2.34,1708194600
1,2.24,1708195500
2,2.57,1708195500
3,8.19,1708195500
4,2.89,1708195500
5,5.41,1708195500
1,4.92,1708196400
2,2.97,1708196400
3,7.32,1708196400
4,4.29,1708196400
5,3.51,1708196400
1,4.38,1708197300
2,7.78,1708197300
3,6.34,1708197300
4,4.49,1708197300
5,1.67,1708197300
1,7.12,1708198200
2,5.1,1708198200
3,8.98,1708198200
4,5.05,1708198200
5,0.61,1708198200
1,0.6,1708199100
2,1.7,1708199100
3,4.41,1708199100
4,7.1,1708199100
5,4.88,1708199100
1,0.08,1708200000
2,4.14,1708200000
3,2.87,1708200000
4,1.35,1708200000
5,8.04,1708200000
1,7.72,1708200900
2,3.62,1708200900
3,2.36,1708200900
4,3.3,1708200900
5,8.59,1708200900
1,5.87,1708201800
2,6.75,1708201800
3,1.07,1708201800
4,8.76,1708201800
5,1.13,1708201800
1,0.67,1708202700
2,8.41,1708202700
3,0.04,1708202700
4,1.19,1708202700
5,0.48,1708202700
1,0.54,1708203600
2,4.55,1708203600
3,8.49,1708203600
4,6.56,1708203600
5,3.1,1708203600
1,0.72,1708204500
2,1.96,1708204500
3,8.85,1708204500
4,4.76,1708204500
5,6.37,1708204500
1,3.88,1708205400
2,0.82,1708205400
3,2.23,1708205400
4,1.72,1708205400
5,0.37,1708205400
1,3.02,1708206300
2,1.8,1708206300
3,2.24,1708206300
4,7.26,1708206300
5,0.47,1708206300
1,0.81,1708207200
2,7.14,1708207200
3,2.2,1708207200
4,8.9,1708207200
5,0.2,1708207200
1,8.42,1708208100
2,5.97,1708208100
3,0.84,1708208100
4,5.21,1708208100
5,7.98,1708208100
1,2.26,1708209000
2,8.88,1708209000
3,4.69,1708209000
4,1.16,1708209000
5,3.11,1708209000
1,5.07,1708209900
2,7.54,1708209900
3,1.68,1708209900
4,7.42,1708209900
5,7.55,1708209900
1,1.6,1708210800
2,1.62,1708210800
3,8.67,1708210800
4,7.22,1708210800
5,2.23,1708210800
1,4.05,1708211700
2,2.13,1708211700
3,1.25,1708211700
4,8.02,1708211700
5,3.61,1708211700
1,4.35,1708212600
2,2.29,1708212600
3,4.4,1708212600
4,7.64,1708212600
5,5.97,1708212600
1,2.28,1708213500
2,3.06,1708213500
3,7.33,1708213500
4,3.21,1708213500
5,3.8,1708213500
1,1.03,1708214400
2,0.2,1708214400
3,5.45,1708214400
4,4.26,1708214400
5,1.09,1708214400
1,0.23,1708215300
2,8.31,1708215300
3,8.13,1708215300
4,4.8,1708215300
5,1.88,1708215300
1,3.01,1708216200
2,2.93,1708216200
3,6.32,1708216200
4,2.28,1708216200
5,2.76,1708216200
1,0.14,1708217100
2,7.2,1708217100
3,5.85,1708217100
4,0.59,1708217100
5,2.94,1708217100
1,7.79,1708218000
2,7.94,1708218000
3,3.21,1708218000
4,1.57,1708218000
5,2.46,1708218000
1,5.15,1708218900
2,3.23,1708218900
3,0.44,1708218900
4,4.35,1708218900
5,2.55,1708218900
1,5.94,1708219800
2,6.84,1708219800
3,0.51,1708219800
4,7.29,1708219800
5,6.68,1708219800
1,1.76,1708220700
2,6.97,1708220700
3,8.2,1708220700
4,3.64,1708220700
5,6.49,1708220700
1,3.49,1708221600
2,1.77,1708221600
3,5.67,1708221600
4,4.59,1708221600
5,6.91,1708221600
1,0.93,1708222500
2,3.92,1708222500
3,1.13,1708222500
4,3.09,1708222500
5,4.55,1708222500
1,5.87,1708223400
2,7.54,1708223400
3,2.35,1708223400
4,2.25,1708223400
5,3.79,1708223400
1,5.32,1708224300
2,7.08,1708224300
3,5.2,1708224300
4,2.19,1708224300
5,5.56,1708224300
1,7.51,1708225200
2,2.93,1708225200
3,5.41,1708225200
4,1.8,1708225200
5,7.42,1708225200
1,0.27,1708226100
2,7.62,1708226100
3,7.5,1708226100
4,7.81,1708226100
5,6.59,1708226100
1,7.05,1708227000
2,8.04,1708227000
3,6.49,1708227000
4,4.02,1708227000
5,0.27,1708227000
1,5.16,1708227900
2,0.28,1708227900
3,3.12,1708227900
4,5.92,1708227900
5,8.14,1708227900
1,3.39,1708228800
2,7.98,1708228800
3,3.19,1708228800
4,4.74,1708228800
5,1.14,1708228800
1,5.39,1708229700
2,8.93,1708229700
3,8.71,1708229700
4,8.89,1708229700
5,1.77,1708229700
1,4.4,1708230600
2,8.65,1708230600
3,1.88,1708230600
4,6.72,1708230600
5,0.2,1708230600
1,6.45,1708231500
2,0.52,1708231500
3,1.96,1708231500
4,3.8,1708231500
5,0.72,1708231500
1,1.86,1708232400
2,7.96,1708232400
3,8,1708232400
4,2.27,1708232400
5,0.54,1708232400
1,8.22,1708233300
2,1.83,1708233300
3,2.2,1708233300
4,0.46,1708233300
5,2.45,1708233300
1,8.92,1708234200
2,5.2,1708234200
3,0.53,1708234200
4,8.91,1708234200
5,2.32,1708234200
1,0.91,1708235100
2,4.1,1708235100
3,3.09,1708235100
4,7.3,1708235100
5,0.64,1708235100
1,2.51,1708236000
2,2.53,1708236000
3,7.14,1708236000
4,0.1,1708236000
5,0.05,1708236000
1,4.41,1708236900
2,0.67,1708236900
3,2.14,1708236900
4,6.52,1708236900
5,2.12,1708236900
1,4.63,1708237800
2,1.12,1708237800
3,0.16,1708237800
4,7.76,1708237800
5,7.12,1708237800
1,0.17,1708238700
2,1.5,1708238700
3,8.29,1708238700
4,2.68,1708238700
5,1.38,1708238700
1,4.31,1708239600
2,0.9,1708239600
3,2.72,1708239600
4,7.63,1708239600
5,7.12,1708239600
1,6.47,1708240500
2,7.8,1708240500
3,3.87,1708240500
4,0.27,1708240500
5,6.18,1708240500
1,2.39,1708241400
2,7.9,1708241400
3,4.87,1708241400
4,0.45,1708241400
5,1.99,1708241400
1,1.28,1708242300
2,4.85,1708242300
3,5.99,1708242300
4,5.39,1708242300
5,7.61,1708242300
1,0.27,1708243200
2,7.65,1708243200
3,1.54,1708243200
4,1.66,1708243200
5,0.6,1708243200
1,4.33,1708244100
2,8.08,1708244100
3,3.95,1708244100
4,8.41,1708244100
5,7.24,1708244100
1,2.12,1708245000
2,8.89,1708245000
3,4.58,1708245000
4,1.64,1708245000
5,7.43,1708245000
1,8.92,1708245900
2,2.79,1708245900
3,4.17,1708245900
4,5.29,1708245900
5,9,1708245900
1,1.58,1708246800
2,5.98,1708246800
3,0.41,1708246800
4,2.46,1708246800
5,3.44,1708246800
1,8.58,1708247700
2,5.16,1708247700
3,2.18,1708247700
4,6.95,1708247700
5,1.33,1708247700
1,5.26,1708248600
2,6.2,1708248600
3,8.92,1708248600
4,5.47,1708248600
5,0.57,1708248600
1,7.13,1708249500
2,7.93,1708249500
3,3.29,1708249500
4,2.1,1708249500
5,5.47,1708249500
1,0.63,1708250400
2,4.4,1708250400
3,0.73,1708250400
4,2.39,1708250400
5,1.48,1708250400
1,8.59,1708251300
2,0.71,1708251300
3,8.9,1708251300
4,4.19,1708251300
5,7.97,1708251300
1,8.47,1708252200
2,6.14,1708252200
3,2.71,1708252200
4,0.84,1708252200
5,6.54,1708252200
1,2.83,1708253100
2,7.74,1708253100
3,2.09,1708253100
4,1.62,1708253100
5,7.51,1708253100
1,2.15,1708254000
2,1.1,1708254000
3,5.47,1708254000
4,8.03,1708254000
5,6.95,1708254000
1,5.64,1708254900
2,3.57,1708254900
3,6.53,1708254900
4,3.22,1708254900
5,4.61,1708254900
1,2.12,1708255800
2,7.21,1708255800
3,3.82,1708255800
4,5.98,1708255800
5,0.93,1708255800
1,1.17,1708256700
2,1.46,1708256700
3,0.57,1708256700
4,5.66,1708256700
5,0.33,1708256700
1,5.4,1708257600
2,8.86,1708257600
3,1.98,1708257600
4,8.68,1708257600
5,8.17,1708257600
1,7.43,1708258500
2,6.76,1708258500
3,1.54,1708258500
4,3.97,1708258500
5,0.5,1708258500
1,8.01,1708259400
2,0.32,1708259400
3,3.68,1708259400
4,0.38,1708259400
5,8.81,1708259400
1,3.13,1708260300
2,3.87,1708260300
3,5.39,1708260300
4,0.61,1708260300
5,6.65,1708260300
1,8.26,1708261200
2,1.67,1708261200
3,5.56,1708261200
4,0.09,1708261200
5,7.92,1708261200
1,0.39,1708262100
2,8.67,1708262100
3,1.88,1708262100
4,0.83,1708262100
5,0.43,1708262100
1,2.39,1708263000
2,4.14,1708263000
3,1.47,1708263000
4,0.05,1708263000
5,2.52,1708263000
1,7.06,1708263900
2,5.58,1708263900
3,1.29,1708263900
4,2.99,1708263900
5,8.36,1708263900
1,1.09,1708264800
2,2.98,1708264800
3,5.4,1708264800
4,3.65,1708264800
5,5.93,1708264800
1,1.17,1708265700
2,2.08,1708265700
3,7.02,1708265700
4,6.55,1708265700
5,1.78,1708265700
1,3.72,1708266600
2,4.6,1708266600
3,2.55,1708266600
4,1.19,1708266600
5,2.69,1708266600
1,8.49,1708267500
2,3.21,1708267500
3,8.18,1708267500
4,3.75,1708267500
5,2.5,1708267500
1,1.57,1708268400
2,5.09,1708268400
3,8.49,1708268400
4,6.42,1708268400
5,0.38,1708268400
1,1.32,1708269300
2,4.54,1708269300
3,3.48,1708269300
4,5.26,1708269300
5,3.6,1708269300
1,0.69,1708270200
2,8.3,1708270200
3,4.09,1708270200
4,4.28,1708270200
5,4.98,1708270200
1,1.69,1708271100
2,1.78,1708271100
3,3.69,1708271100
4,2.02,1708271100
5,1.3,1708271100
1,1.17,1708272000
2,7.86,1708272000
3,1.58,1708272000
4,0.13,1708272000
5,7.89,1708272000
1,2.34,1708272900
2,7.7,1708272900
3,0.59,1708272900
4,2.74,1708272900
5,8.18,1708272900
1,8.8,1708273800
2,8.57,1708273800
3,7.9,1708273800
4,7.13,1708273800
5,2.62,1708273800
1,8.1,1708274700
2,2.9,1708274700
3,3.01,1708274700
4,8.53,1708274700
5,4.25,1708274700
1,3.11,1708275600
2,2.19,1708275600
3,2.25,1708275600
4,8.48,1708275600
5,7.27,1708275600
1,0.99,1708276500
2,1.39,1708276500
3,5.91,1708276500
4,1.08,1708276500
5,5.28,1708276500
1,4.59,1708277400
2,7.85,1708277400
3,3.4,1708277400
4,1.73,1708277400
5,4.35,1708277400
1,1.15,1708278300
2,8.78,1708278300
3,8.34,1708278300
4,1.86,1708278300
5,8.21,1708278300
1,8.14,1708279200
2,3.14,1708279200
3,1.25,1708279200
4,8.06,1708279200
5,8.06,1708279200
1,9,1708280100
2,4.85,1708280100
3,4.25,1708280100
4,4.96,1708280100
5,5.71,1708280100
1,6.9,1708281000
2,3.57,1708281000
3,6.63,1708281000
4,2.35,1708281000
5,4.86,1708281000
1,2.98,1708281900
2,6.47,1708281900
3,2.69,1708281900
4,3.16,1708281900
5,4.18,1708281900
1,1.93,1708282800
2,7.89,1708282800
3,8.5,1708282800
4,5.92,1708282800
5,0.67,1708282800
1,4.71,1708283700
2,1.46,1708283700
3,2.77,1708283700
4,1.75,1708283700
5,2.95,1708283700
1,0.43,1708284600
2,2.25,1708284600
3,4.5,1708284600
4,2.15,1708284600
5,5.57,1708284600
1,4.85,1708285500
2,2.3,1708285500
3,7.46,1708285500
4,7.04,1708285500
5,2.16,1708285500
1,8.3,1708286400
2,5.03,1708286400
3,7.27,1708286400
4,3.87,1708286400
5,0.98,1708286400
1,7.16,1708287300
2,1.61,1708287300
3,8.2,1708287300
4,5.38,1708287300
5,1.76,1708287300
1,6.45,1708288200
2,1.05,1708288200
3,2.44,1708288200
4,6.06,1708288200
5,4.56,1708288200
1,6.54,1708289100
2,6.95,1708289100
3,6.01,1708289100
4,3.77,1708289100
5,4.96,1708289100
1,9,1708290000
2,1.34,1708290000
3,7.39,1708290000
4,5.62,1708290000
5,1.19,1708290000
1,4.07,1708290900
2,7.69,1708290900
3,1.57,1708290900
4,6.93,1708290900
5,3.08,1708290900
1,3.19,1708291800
2,4.86,1708291800
3,5.86,1708291800
4,8.93,1708291800
5,4.05,1708291800
1,3.35,1708292700
2,8.3,1708292700
3,8.51,1708292700
4,5.08,1708292700
5,0.28,1708292700
1,4.56,1708293600
2,3.57,1708293600
3,6.36,1708293600
4,1.2,1708293600
5,7.59,1708293600
1,1.95,1708294500
2,2.82,1708294500
3,2.7,1708294500
4,7.32,1708294500
5,7.57,1708294500
1,4.51,1708295400
2,6.24,1708295400
3,7.22,1708295400
4,4.35,1708295400
5,2.3,1708295400
1,5.47,1708296300
2,2.8,1708296300
3,0.89,1708296300
4,5.85,1708296300
5,6,1708296300
1,2.39,1708297200
2,3.14,1708297200
3,3.16,1708297200
4,7.71,1708297200
5,5.37,1708297200
1,2.96,1708298100
2,3.11,1708298100
3,1.51,1708298100
4,8.43,1708298100
5,1.9,1708298100
1,6.08,1708299000
2,3.83,1708299000
3,2.92,1708299000
4,7.17,1708299000
5,6.87,1708299000
1,4.32,1708299900
2,0.85,1708299900
3,6.56,1708299900
4,5.63,1708299900
5,7.76,1708299900
1,7.83,1708300800
2,8.07,1708300800
3,0.73,1708300800
4,1.96,1708300800
5,7.21,1708300800
1,0.4,1708301700
2,5.06,1708301700
3,5.55,1708301700
4,1.42,1708301700
5,2.14,1708301700
1,0.71,1708302600
2,1.62,1708302600
3,2.09,1708302600
4,7.68,1708302600
5,7.33,1708302600
1,3.53,1708303500
2,8.46,1708303500
3,5.89,1708303500
4,1.9,1708303500
5,3.08,1708303500
1,6.49,1708304400
2,7.03,1708304400
3,4.79,1708304400
4,8.59,1708304400
5,8.61,1708304400
1,2.63,1708305300
2,1.88,1708305300
3,5.1,1708305300
4,2.88,1708305300
5,3.71,1708305300
1,0.69,1708306200
2,7.92,1708306200
3,4.41,1708306200
4,2.84,1708306200
5,6.25,1708306200
1,6.09,1708307100
2,5.55,1708307100
3,8.57,1708307100
4,5.18,1708307100
5,6.08,1708307100
1,4.32,1708308000
2,7.44,1708308000
3,2.16,1708308000
4,5.56,1708308000
5,2.73,1708308000
1,7.11,1708308900
2,1.22,1708308900
3,8.35,1708308900
4,7.51,1708308900
5,6.22,1708308900
1,5.25,1708309800
2,6.09,1708309800
3,7.47,1708309800
4,5.85,1708309800
5,2.81,1708309800
1,7.4,1708310700
2,4.99,1708310700
3,2.66,1708310700
4,3.6,1708310700
5,4.8,1708310700
1,8.93,1708311600
2,7.96,1708311600
3,7.87,1708311600
4,3.84,1708311600
5,4.17,1708311600
1,4.62,1708312500
2,1.99,1708312500
3,1.23,1708312500
4,6.6,1708312500
5,8.72,1708312500
1,1.97,1708313400
2,3.25,1708313400
3,2.62,1708313400
4,7.01,1708313400
5,8.01,1708313400
1,2.28,1708314300
2,1.66,1708314300
3,6.34,1708314300
4,5.73,1708314300
5,7.31,1708314300
1,3.9,1708315200
2,8.69,1708315200
3,5.63,1708315200
4,4.88,1708315200
5,7.33,1708315200
1,0.18,1708316100
2,3.72,1708316100
3,5.86,1708316100
4,4.5,1708316100
5,3.1,1708316100
1,0.56,1708317000
2,4.38,1708317000
3,0.88,1708317000
4,1.31,1708317000
5,1.86,1708317000
1,5.17,1708317900
2,3.25,1708317900
3,1.95,1708317900
4,7.49,1708317900
5,2.84,1708317900
1,4.28,1708318800
2,0.62,1708318800
3,0.68,1708318800
4,8.04,1708318800
5,2.56,1708318800
1,3.95,1708319700
2,7.85,1708319700
3,1.23,1708319700
4,5.02,1708319700
5,4.05,1708319700
1,1.68,1708320600
2,4.99,1708320600
3,2.29,1708320600
4,3.83,1708320600
5,5.1,1708320600
1,5.84,1708321500
2,3.33,1708321500
3,2.88,1708321500
4,6.9,1708321500
5,3.16,1708321500
1,3.36,1708322400
2,8.93,1708322400
3,6.78,1708322400
4,4.58,1708322400
5,0.82,1708322400
1,1.83,1708323300
2,4.7,1708323300
3,4.85,1708323300
4,2.97,1708323300
5,6.12,1708323300
1,5.8,1708324200
2,7.55,1708324200
3,5.89,1708324200
4,7.23,1708324200
5,4.78,1708324200
1,6.78,1708325100
2,0.12,1708325100
3,4.53,1708325100
4,4.39,1708325100
5,8.62,1708325100
1,5.59,1708326000
2,7.27,1708326000
3,2.05,1708326000
4,6.51,1708326000
5,1.11,1708326000
1,8.33,1708326900
2,8.41,1708326900
3,7.74,1708326900
4,4.28,1708326900
5,4.24,1708326900
1,3.76,1708327800
2,8.42,1708327800
3,7.26,1708327800
4,6.57,1708327800
5,7.89,1708327800
1,0.77,1708328700
2,4.07,1708328700
3,7.4,1708328700
4,8.29,1708328700
5,6.56,1708328700
1,1.9,1708329600
2,1.03,1708329600
3,4.1,1708329600
4,5.29,1708329600
5,0.37,1708329600
1,5.01,1708330500
2,4.46,1708330500
3,7.15,1708330500
4,8.81,1708330500
5,3.75,1708330500
1,1.21,1708331400
2,6.06,1708331400
3,8.49,1708331400
4,1.59,1708331400
5,3.66,1708331400
1,0.6,1708332300
2,3.31,1708332300
3,8.89,1708332300
4,5.23,1708332300
5,4.42,1708332300
1,8.51,1708333200
2,8.48,1708333200
3,0.38,1708333200
4,3.06,1708333200
5,5.5,1708333200
1,4.77,1708334100
2,8.91,1708334100
3,1.23,1708334100
4,8.97,1708334100
5,4.04,1708334100
1,2.84,1708335000
2,4.42,1708335000
3,4.67,1708335000
4,1.4,1708335000
5,1.6,1708335000
1,7.35,1708335900
2,7.78,1708335900
3,4.67,1708335900
4,4.04,1708335900
5,1.95,1708335900
1,0.65,1708336800
2,1.77,1708336800
3,7.71,1708336800
4,8.99,1708336800
5,5.48,1708336800
1,7.17,1708337700
2,3,1708337700
3,5.62,1708337700
4,6,1708337700
5,2.19,1708337700
1,2.09,1708338600
2,7.23,1708338600
3,4.04,1708338600
4,8.59,1708338600
5,6.09,1708338600
1,2.92,1708339500
2,5.77,1708339500
3,5.35,1708339500
4,1.81,1708339500
5,6.16,1708339500
1,5.5,1708340400
2,8.87,1708340400
3,1.58,1708340400
4,8.77,1708340400
5,5.95,1708340400
1,3.51,1708341300
2,1.93,1708341300
3,2.37,1708341300
4,1.26,1708341300
5,3.51,1708341300
1,7.98,1708342200
2,3.66,1708342200
3,3.94,1708342200
4,5.41,1708342200
5,6.3,1708342200
1,4.3,1708343100
2,4.69,1708343100
3,0.31,1708343100
4,5.57,1708343100
5,0.58,1708343100
1,3.42,1708344000
2,8.59,1708344000
3,8,1708344000
4,4.96,1708344000
5,5.31,1708344000
1,4.84,1708344900
2,0.76,1708344900
3,6.18,1708344900
4,6.39,1708344900
5,0.45,1708344900
1,1.26,1708345800
2,1.57,1708345800
3,8.39,1708345800
4,3.1,1708345800
5,4.65,1708345800
1,3.24,1708346700
2,8.14,1708346700
3,2.36,1708346700
4,6.45,1708346700
5,8.49,1708346700
1,2.63,1708347600
2,4.67,1708347600
3,5.47,1708347600
4,8.83,1708347600
5,5.67,1708347600
1,3.96,1708348500
2,1.18,1708348500
3,2.07,1708348500
4,7.87,1708348500
5,6.99,1708348500
1,1.67,1708349400
2,6.73,1708349400
3,1.12,1708349400
4,2.34,1708349400
5,5.98,1708349400
1,8.64,1708350300
2,0.35,1708350300
3,8.11,1708350300
4,2.77,1708350300
5,5.57,1708350300
1,1.89,1708351200
2,6.96,1708351200
3,0.12,1708351200
4,8.68,1708351200
5,4.65,1708351200
1,5.94,1708352100
2,8.56,1708352100
3,5.6,1708352100
4,0.36,1708352100
5,3.19,1708352100
1,8.35,1708353000
2,4.77,1708353000
3,2.46,1708353000
4,1.67,1708353000
5,1.64,1708353000
1,9,1708353900
2,6.23,1708353900
3,4.15,1708353900
4,2.29,1708353900
5,4.73,1708353900
1,7.29,1708354800
2,6.54,1708354800
3,3.27,1708354800
4,2.11,1708354800
5,3.36,1708354800
1,1.57,1708355700
2,7.06,1708355700
3,8.42,1708355700
4,8.61,1708355700
5,4.77,1708355700
1,8.72,1708356600
2,7.81,1708356600
3,4.61,1708356600
4,2.35,1708356600
5,3.94,1708356600
1,6.16,1708357500
2,5.95,1708357500
3,7.67,1708357500
4,5.62,1708357500
5,5.43,1708357500
1,5.69,1708358400
2,1.23,1708358400
3,8.05,1708358400
4,3.63,1708358400
5,7.68,1708358400
1,4.57,1708359300
2,8.08,1708359300
3,7.09,1708359300
4,1.33,1708359300
5,1.76,1708359300
1,0.86,1708360200
2,2.73,1708360200
3,4.16,1708360200
4,6.9,1708360200
5,5.36,1708360200
1,5.88,1708361100
2,1.2,1708361100
3,7.4,1708361100
4,6.65,1708361100
5,8.37,1708361100
1,5.6,1708362000
2,5.72,1708362000
3,3.21,1708362000
4,8.18,1708362000
5,2.97,1708362000
1,6.36,1708362900
2,7.98,1708362900
3,3.89,1708362900
4,8.13,1708362900
5,3.44,1708362900
1,7.86,1708363800
2,8.56,1708363800
3,3.69,1708363800
4,4.09,1708363800
5,6.62,1708363800
1,0.14,1708364700
2,6.62,1708364700
3,5.21,1708364700
4,3.78,1708364700
5,7.06,1708364700
1,6.86,1708365600
2,4.74,1708365600
3,6.83,1708365600
4,2.47,1708365600
5,3.65,1708365600
1,8.02,1708366500
2,6.92,1708366500
3,2.24,1708366500
4,0.48,1708366500
5,1.5,1708366500
1,2.8,1708367400
2,8.79,1708367400
3,8.07,1708367400
4,4.09,1708367400
5,3.8,1708367400
1,8.79,1708368300
2,6.14,1708368300
3,6.08,1708368300
4,0.17,1708368300
5,1.61,1708368300
1,4.66,1708369200
2,6.84,1708369200
3,8.53,1708369200
4,7.32,1708369200
5,1.31,1708369200
1,5.56,1708370100
2,7.04,1708370100
3,6.07,1708370100
4,8.87,1708370100
5,3.65,1708370100
1,2.38,1708371000
2,7.11,1708371000
3,4.23,1708371000
4,5.43,1708371000
5,2.53,1708371000
1,1.57,1708371900
2,7.88,1708371900
3,4.15,1708371900
4,4.78,1708371900
5,7.8,1708371900
1,0.77,1708372800
2,8.23,1708372800
3,4.44,1708372800
4,1.62,1708372800
5,4.25,1708372800
1,7.74,1708373700
2,3.28,1708373700
3,4.76,1708373700
4,1.72,1708373700
5,5.83,1708373700
1,8.16,1708374600
2,7.62,1708374600
3,7.36,1708374600
4,1.74,1708374600
5,4.13,1708374600
1,5.29,1708375500
2,8.56,1708375500
3,7.82,1708375500
4,7.47,1708375500
5,2.1,1708375500
1,1.79,1708376400
2,1.23,1708376400
3,1.65,1708376400
4,0.66,1708376400
5,1.52,1708376400
1,4.67,1708377300
2,0.48,1708377300
3,5.41,1708377300
4,4.9,1708377300
5,3.79,1708377300
1,7.67,1708378200
2,1.03,1708378200
3,2.64,1708378200
4,2.27,1708378200
5,8.29,1708378200
1,7.97,1708379100
2,0.09,1708379100
3,1.44,1708379100
4,1.72,1708379100
5,2.04,1708379100
1,1.1,1708380000
2,5.59,1708380000
3,7.8,1708380000
4,2.73,1708380000
5,0.18,1708380000
1,3.07,1708380900
2,7.06,1708380900
3,8.5,1708380900
4,8.32,1708380900
5,0.88,1708380900
1,6.13,1708381800
2,0.47,1708381800
3,1.86,1708381800
4,7.05,1708381800
5,4.62,1708381800
1,0.84,1708382700
2,7.07,1708382700
3,5.07,1708382700
4,2.52,1708382700
5,5.52,1708382700
1,3.48,1708383600
2,4.41,1708383600
3,4.97,1708383600
4,1.23,1708383600
5,4.98,1708383600
1,2.24,1708384500
2,2.51,1708384500
3,6.45,1708384500
4,4.01,1708384500
5,6.31,1708384500
1,3.8,1708385400
2,0.64,1708385400
3,2.68,1708385400
4,5.75,1708385400
5,5.21,1708385400
1,7.33,1708386300
2,2.72,1708386300
3,4.79,1708386300
4,1.02,1708386300
5,8.77,1708386300
1,2.74,1708387200
2,2.46,1708387200
3,3.29,1708387200
4,4.86,1708387200
5,6.34,1708387200
1,0.71,1708388100
2,4.87,1708388100
3,0.87,1708388100
4,8.72,1708388100
5,6.48,1708388100
1,0.29,1708389000
2,8.42,1708389000
3,6.45,1708389000
4,1.85,1708389000
5,7.17,1708389000
1,1.62,1708389900
2,2.33,1708389900
3,7.83,1708389900
4,6.85,1708389900
5,4.53,1708389900
1,0.57,1708390800
2,4.44,1708390800
3,6.57,1708390800
4,1.4,1708390800
5,0.28,1708390800
1,7.8,1708391700
2,3.95,1708391700
3,7.16,1708391700
4,4.79,1708391700
5,0.68,1708391700
1,5.82,1708392600
2,3.15,1708392600
3,2.31,1708392600
4,6.08,1708392600
5,8.31,1708392600
1,0.13,1708393500
2,2.68,1708393500
3,4.33,1708393500
4,5.93,1708393500
5,3.34,1708393500
1,8.65,1708394400
2,8.52,1708394400
3,6.47,1708394400
4,5.24,1708394400
5,1.03,1708394400
1,7.27,1708395300
2,8.06,1708395300
3,8.08,1708395300
4,0.66,1708395300
5,1.62,1708395300
1,8.94,1708396200
2,0.54,1708396200
3,6.5,1708396200
4,3.17,1708396200
5,3.97,1708396200
1,2.56,1708397100
2,4.52,1708397100
3,5.49,1708397100
4,2.96,1708397100
5,0.23,1708397100
1,7.05,1708398000
2,5.08,1708398000
3,1.3,1708398000
4,3.88,1708398000
5,4.44,1708398000
1,0.28,1708398900
2,2.75,1708398900
3,2.38,1708398900
4,7.37,1708398900
5,2.96,1708398900
1,6.78,1708399800
2,4.93,1708399800
3,1.31,1708399800
4,3.8,1708399800
5,5.33,1708399800
1,3.95,1708400700
2,6.49,1708400700
3,6.2,1708400700
4,2.76,1708400700
5,8.75,1708400700
1,1.43,1708401600
2,2.31,1708401600
3,8.12,1708401600
4,7.96,1708401600
5,1.55,1708401600
1,5,1708402500
2,7.85,1708402500
3,5.99,1708402500
4,8.02,1708402500
5,3.17,1708402500
1,5.81,1708403400
2,1.19,1708403400
3,8.77,1708403400
4,1.85,1708403400
5,8.49,1708403400
1,5.95,1708404300
2,2.12,1708404300
3,8.93,1708404300
4,7.98,1708404300
5,6.64,1708404300
1,4.26,1708405200
2,1.38,1708405200
3,6.4,1708405200
4,7.29,1708405200
5,1.15,1708405200
1,8.93,1708406100
2,8.84,1708406100
3,0.93,1708406100
4,4.13,1708406100
5,6.37,1708406100
1,8.65,1708407000
2,4.81,1708407000
